task_code,status_code,wbs_id,user_field_297,task_name,start_date,end_date,delete_record_flag
CR30200,Not Started,LINXS-1907.C.3.RW.07,,Excavate Subgrade - New A Street - West ITF Station,10/23/2020 8:00:00 AM,11/9/2020 5:00:00 PM,
CR30190,Not Started,LINXS-1907.C.3.RW.07,,Finegrade Roadway - New A Street - West ITF Station,1/28/2021 8:00:00 AM,2/9/2021 5:00:00 PM,
C2R1A,Not Started,LINXS-1907.C.3.RW.07,,"MOT & Mobilize Equip., Matls & Craft - Design Package 2R1 - Area 2 - Roadway - A Street",9/21/2020 8:00:00 AM,10/16/2020 5:00:00 PM,
CR30950,Not Started,LINXS-1907.C.3.RW.07,,Install Retention Pond - New A Street - West ITF Station,4/20/2021 8:00:00 AM,5/10/2021 5:00:00 PM,
CR40560,Not Started,LINXS-1907.C.3.RW.07,,Install Street Light Poles - New A Street - West ITF Station,6/14/2021 8:00:00 AM,6/18/2021 5:00:00 PM,
CR40520,Not Started,LINXS-1907.C.3.RW.07,,Auger Foundations - New A Street - West ITF Station,5/27/2021 8:00:00 AM,6/4/2021 5:00:00 PM,
CR40530,Not Started,LINXS-1907.C.3.RW.07,,Form an Pour Foundation - New A Street - West ITF Station,5/27/2021 8:00:00 AM,6/4/2021 5:00:00 PM,
CR40540,Not Started,LINXS-1907.C.3.RW.07,,Install Street Light Conduit - New A Street - West ITF Station,5/27/2021 8:00:00 AM,6/11/2021 5:00:00 PM,
CR40550,Not Started,LINXS-1907.C.3.RW.07,,Commissioning Street Lights - New A Street - West ITF Station,7/6/2021 8:00:00 AM,7/12/2021 5:00:00 PM,
CR40570,Not Started,LINXS-1907.C.3.RW.07,,Pull in Cable - New A Street - West ITF,6/21/2021 8:00:00 AM,7/2/2021 5:00:00 PM,
CR30990,Not Started,LINXS-1907.C.3.RW.07,,Restripe Skyview Parking Lot - New A Street - West ITF Station,7/19/2021 8:00:00 AM,7/23/2021 5:00:00 PM,
CR41800,Not Started,LINXS-1907.C.3.RW.07,,Backfill and Grade Sidewalk - New A Street - West ITF Station,4/20/2021 8:00:00 AM,5/3/2021 5:00:00 PM,
CR41810,Not Started,LINXS-1907.C.3.RW.07,,Landscaping - New A Street - West ITF Station,5/4/2021 8:00:00 AM,5/17/2021 5:00:00 PM,
CR42810,Not Started,LINXS-1907.C.3.RW.07,,Install Drainage - New A Street - West ITF Station,12/28/2020 8:00:00 AM,1/27/2021 5:00:00 PM,
CR42820,Not Started,LINXS-1907.C.3.RW.07,,Install Drywells - New A Street - West ITF Station,11/10/2020 8:00:00 AM,12/22/2020 5:00:00 PM,
CR41360,Not Started,LINXS-1907.C.3.RW.07.2,,Auger Foundations - 98th St & New A St Intersection,2/26/2021 8:00:00 AM,3/3/2021 5:00:00 PM,
CR41370,Not Started,LINXS-1907.C.3.RW.07.2,,Form an Pour Foundation - 98th St & New A St Intersection,2/26/2021 8:00:00 AM,3/4/2021 5:00:00 PM,
CR41380,Not Started,LINXS-1907.C.3.RW.07.2,,Install Conduit - 98th St & New A St Intersection,2/26/2021 8:00:00 AM,3/3/2021 5:00:00 PM,
CR41400,Not Started,LINXS-1907.C.3.RW.07.2,,Pull Boxes - 98th St & New A St Intersection,3/5/2021 8:00:00 AM,3/11/2021 5:00:00 PM,
CR41420,Not Started,LINXS-1907.C.3.RW.07.2,,Controller Foundation - 98th St & New A St Intersection,3/12/2021 8:00:00 AM,3/16/2021 5:00:00 PM,
CR41440,Not Started,LINXS-1907.C.3.RW.07.2,,Install New Poles - 98th St & New A St Intersection,3/17/2021 8:00:00 AM,3/22/2021 5:00:00 PM,
CR41460,Not Started,LINXS-1907.C.3.RW.07.2,,Pull in Cable - 98th St & New A St Intersection,3/23/2021 8:00:00 AM,3/24/2021 5:00:00 PM,
CR41330,Not Started,LINXS-1907.C.3.RW.07.2,,MOT & Restripe - 98th St & New A St Intersection,1/20/2021 8:00:00 AM,2/2/2021 5:00:00 PM,
CR41340,Not Started,LINXS-1907.C.3.RW.07.2,,Demo Curb - 98th St & New A St Intersection,2/3/2021 8:00:00 AM,2/9/2021 5:00:00 PM,
CR41350,Not Started,LINXS-1907.C.3.RW.07.2,,Construct Curb - 98th St & New A St Intersection,2/10/2021 8:00:00 AM,2/25/2021 5:00:00 PM,
CR41390,Not Started,LINXS-1907.C.3.RW.07.2,,Construct Handicap Ramps - 98th St & New A St Intersection,2/26/2021 8:00:00 AM,3/4/2021 5:00:00 PM,
CR41410,Not Started,LINXS-1907.C.3.RW.07.2,,Construct Aprons - 98th St & New A St Intersection,3/5/2021 8:00:00 AM,3/11/2021 5:00:00 PM,
CR41430,Not Started,LINXS-1907.C.3.RW.07.2,,Demo Pavement Section - 98th St & New A St Intersection,3/12/2021 8:00:00 AM,3/18/2021 5:00:00 PM,
CR41450,Not Started,LINXS-1907.C.3.RW.07.2,,Place Base - 98th St & New A St Intersection,3/19/2021 8:00:00 AM,3/25/2021 5:00:00 PM,
CR41470,Not Started,LINXS-1907.C.3.RW.07.2,,Pave Ashphalt - 98th St & New A St Intersection,3/26/2021 8:00:00 AM,3/29/2021 5:00:00 PM,
CR41480,Not Started,LINXS-1907.C.3.RW.07.2,,Cut Loops - 98th St & New A St Intersection,3/30/2021 8:00:00 AM,3/31/2021 5:00:00 PM,
CR41490,Not Started,LINXS-1907.C.3.RW.07.2,,Place Striping & Signage - 98th St & New A St Intersection,4/1/2021 8:00:00 AM,4/15/2021 5:00:00 PM,
CR41530,Not Started,LINXS-1907.C.3.RW.07.3,,Auger Foundations - 96th St & New A St Intersection,3/12/2021 8:00:00 AM,3/17/2021 5:00:00 PM,
CR41540,Not Started,LINXS-1907.C.3.RW.07.3,,Form an Pour Foundation - 96th St & New A St Intersection,3/12/2021 8:00:00 AM,3/18/2021 5:00:00 PM,
CR41550,Not Started,LINXS-1907.C.3.RW.07.3,,Install Conduit - 96th St & New A St Intersection,3/12/2021 8:00:00 AM,3/17/2021 5:00:00 PM,
CR41570,Not Started,LINXS-1907.C.3.RW.07.3,,Pull Boxes - 96th St & New A St Intersection,3/19/2021 8:00:00 AM,3/25/2021 5:00:00 PM,
CR41590,Not Started,LINXS-1907.C.3.RW.07.3,,Controller Foundation - 96th St & New A St Intersection,3/26/2021 8:00:00 AM,3/30/2021 5:00:00 PM,
CR41610,Not Started,LINXS-1907.C.3.RW.07.3,,Install New Poles - 96th St & New A St Intersection,3/31/2021 8:00:00 AM,4/6/2021 5:00:00 PM,
CR41630,Not Started,LINXS-1907.C.3.RW.07.3,,Pull in Cable - 96th St & New A St Intersection,4/7/2021 8:00:00 AM,4/8/2021 5:00:00 PM,
CR41500,Not Started,LINXS-1907.C.3.RW.07.3,,MOT & Restripe - 96th St & New A St Intersection,2/3/2021 8:00:00 AM,2/18/2021 5:00:00 PM,
CR41510,Not Started,LINXS-1907.C.3.RW.07.3,,Demo Curb - 96th St & New A St Intersection,2/19/2021 8:00:00 AM,2/25/2021 5:00:00 PM,
CR41520,Not Started,LINXS-1907.C.3.RW.07.3,,Construct Curb - 96th St & New A St Intersection,2/26/2021 8:00:00 AM,3/11/2021 5:00:00 PM,
CR41560,Not Started,LINXS-1907.C.3.RW.07.3,,Construct Handicap Ramps - 96th St & New A St Intersection,3/12/2021 8:00:00 AM,3/18/2021 5:00:00 PM,
CR41580,Not Started,LINXS-1907.C.3.RW.07.3,,Construct Aprons - 96th St & New A St Intersection,3/19/2021 8:00:00 AM,3/25/2021 5:00:00 PM,
CR41600,Not Started,LINXS-1907.C.3.RW.07.3,,Demo Pavement Section - 96th St & New A St Intersection,3/26/2021 8:00:00 AM,4/1/2021 5:00:00 PM,
CR41620,Not Started,LINXS-1907.C.3.RW.07.3,,Place Base - 96th St & New A St Intersection,4/5/2021 8:00:00 AM,4/9/2021 5:00:00 PM,
CR41640,Not Started,LINXS-1907.C.3.RW.07.3,,Pave Ashphalt - 96th St & New A St Intersection,4/12/2021 8:00:00 AM,4/13/2021 5:00:00 PM,
CR41650,Not Started,LINXS-1907.C.3.RW.07.3,,Cut Loops - 96th St & New A St Intersection,4/14/2021 8:00:00 AM,4/15/2021 5:00:00 PM,
CR41660,Not Started,LINXS-1907.C.3.RW.07.3,,Place Striping & Signage - 96th St & New A St Intersection,4/16/2021 8:00:00 AM,4/29/2021 5:00:00 PM,
LAXCZ3RW01,Not Started,LINXS-1907.C.3.RW.08,,Roadway - Airport Blvd - West ITF - WBS Summary,9/30/2021 8:00:00 AM,2/7/2022 5:00:00 PM,
CR30470,Not Started,LINXS-1907.C.3.RW.08,,Install Conduit - Airport Blvd & 96th St Intersection,10/25/2021 8:00:00 AM,10/27/2021 5:00:00 PM,
CR30460,Not Started,LINXS-1907.C.3.RW.08,,Form an Pour Foundation - Airport Blvd & 96th St Intersection,10/20/2021 8:00:00 AM,10/22/2021 5:00:00 PM,
CR30450,Not Started,LINXS-1907.C.3.RW.08,,Construct Handicap Ramps - Airport Blvd & 96th St Intersection,10/28/2021 8:00:00 AM,11/2/2021 5:00:00 PM,
CR30440,Not Started,LINXS-1907.C.3.RW.08,,Install New Poles - Airport Blvd & 96th St Intersection,12/28/2021 8:00:00 AM,1/4/2022 5:00:00 PM,
CR30430,Not Started,LINXS-1907.C.3.RW.08,,Pull Boxes - Airport Blvd - Airport Blvd & 96th St Intersection,11/3/2021 8:00:00 AM,11/10/2021 5:00:00 PM,
CR30420,Not Started,LINXS-1907.C.3.RW.08,,Demo Pavement Section - Airport Blvd & 96th St Intersection,12/17/2021 8:00:00 AM,12/27/2021 5:00:00 PM,
CR30410,Not Started,LINXS-1907.C.3.RW.08,,Demo Curb - Airport Blvd & 96th St Intersection,9/30/2021 8:00:00 AM,10/7/2021 5:00:00 PM,
CR30400,Not Started,LINXS-1907.C.3.RW.08,,Construct Curb - Airport Blvd & 96th St Intersection,10/8/2021 8:00:00 AM,10/13/2021 5:00:00 PM,
CR30390,Not Started,LINXS-1907.C.3.RW.08,,Auger Traffic Light Foundations - Airport Blvd & 96th St Intersection,10/14/2021 8:00:00 AM,10/19/2021 5:00:00 PM,
CR41820,Not Started,LINXS-1907.C.3.RW.08,,Construct Aprons - Airport Blvd & 96th St Intersection,11/11/2021 8:00:00 AM,12/2/2021 5:00:00 PM,
CR41830,Not Started,LINXS-1907.C.3.RW.08,,Controller Foundation - Airport Blvd & 96th St Intersection,12/3/2021 8:00:00 AM,12/16/2021 5:00:00 PM,
CR42840,Not Started,LINXS-1907.C.3.RW.08,,Pull in Cable - Airport Blvd & 96th St Intersection,1/12/2022 8:00:00 AM,1/13/2022 5:00:00 PM,
CR42830,Not Started,LINXS-1907.C.3.RW.08,,Place Base - Airport Blvd & 96th St Intersection,1/5/2022 8:00:00 AM,1/11/2022 5:00:00 PM,
CR42850,Not Started,LINXS-1907.C.3.RW.08,,Pave Ashphalt - Airport Blvd & 96th St Intersection,1/14/2022 8:00:00 AM,1/17/2022 5:00:00 PM,
CR42860,Not Started,LINXS-1907.C.3.RW.08,,Cut Loops - Airport Blvd & 96th St Intersection,1/18/2022 8:00:00 AM,1/19/2022 5:00:00 PM,
CR42870,Not Started,LINXS-1907.C.3.RW.08,,Place Striping & Signage - Airport Blvd & 96th St Intersection,1/20/2022 8:00:00 AM,2/7/2022 5:00:00 PM,
C2R2A,Not Started,LINXS-1907.C.3.RW.04.1,,"MOT & Mobilize Equip., Matls & Craft - Design Package 2R2 - Area 2 - Roadway - 96th - A Street to Airport Blvd.",9/30/2021 8:00:00 AM,10/27/2021 5:00:00 PM,
CR40480,Not Started,LINXS-1907.C.3.RW.04.1,,Construct Temporary Access to Budget - 96th Street - Southside EB,7/26/2021 8:00:00 AM,8/6/2021 5:00:00 PM,
CR40920,Not Started,LINXS-1907.C.3.RW.04.1,,Construct Curb/Gutter/Flatwork - 96th Street - New A St to Airport,2/11/2022 8:00:00 AM,2/28/2022 5:00:00 PM,
CR40910,Not Started,LINXS-1907.C.3.RW.04.1,,Construct AB Section - 96th Street - New A St to Airport,2/3/2022 8:00:00 AM,2/10/2022 5:00:00 PM,
CR40930,Not Started,LINXS-1907.C.3.RW.04.1,,Place AC Pavement - 96th Street - New A St to Airport,3/1/2022 8:00:00 AM,3/7/2022 5:00:00 PM,
CR40960,Not Started,LINXS-1907.C.3.RW.04.1,,Place Striping & Signage - 96th Street - New A St to Airport,5/10/2022 8:00:00 AM,5/13/2022 5:00:00 PM,
CR40940,Not Started,LINXS-1907.C.3.RW.04.1,,Install Sidewalk - 96th Street - New A St to Airport,3/8/2022 8:00:00 AM,3/31/2022 5:00:00 PM,
CR40950,Not Started,LINXS-1907.C.3.RW.04.1,,Install Curb/Ramps - 96th Street - New A St to Airport,5/2/2022 8:00:00 AM,5/9/2022 5:00:00 PM,
CR40880,Not Started,LINXS-1907.C.3.RW.04.1,,Remove Pavement - 96th Street - New A St to Airport,10/28/2021 8:00:00 AM,11/4/2021 5:00:00 PM,
CR40890,Not Started,LINXS-1907.C.3.RW.04.1,,Excavate Subgrade - 96th Street - New A St to Airport,11/5/2021 8:00:00 AM,12/2/2021 5:00:00 PM,
CR40900,Not Started,LINXS-1907.C.3.RW.04.1,,Finegrade Roadway - 96th Street - New A St to Airport,1/21/2022 8:00:00 AM,1/28/2022 5:00:00 PM,
CR40980,Not Started,LINXS-1907.C.3.RW.04.1,,Install Drainage Pipe - 96th Street - New A St to Airport,1/7/2022 8:00:00 AM,1/13/2022 5:00:00 PM,
CR41200,Not Started,LINXS-1907.C.3.RW.04.1,,Install DWP Ductbank - 96th Street - New A St to Airport,1/14/2022 8:00:00 AM,1/20/2022 5:00:00 PM,
CR41720,Not Started,LINXS-1907.C.3.RW.04.1,,Backfill and Grade Sidewalk - 96th Street - New A St to Airport,4/1/2022 8:00:00 AM,4/14/2022 5:00:00 PM,
CR41730,Not Started,LINXS-1907.C.3.RW.04.1,,Landscaping - 96th Street - New A St to Airport,4/18/2022 8:00:00 AM,4/29/2022 5:00:00 PM,
CR43940,Not Started,LINXS-1907.C.3.RW.04.1,,Install Drywells - 96th Street - New A St to Airport,12/3/2021 8:00:00 AM,1/6/2022 5:00:00 PM,
LAXCZ3RW8,Not Started,LINXS-1907.C.3.RW.04.2,,Roadway - 96th Street - Southside EB - LOE,12/11/2019 8:00:00 AM,10/27/2020 5:00:00 PM,
CR40380,Not Started,LINXS-1907.C.3.RW.04.2,,Construct Curb/Gutter/Flatwork - 96th Street - Southside EB,4/9/2020 8:00:00 AM,4/27/2020 5:00:00 PM,
CR40370,Not Started,LINXS-1907.C.3.RW.04.2,,Construct AB Section - 96th Street - Southside EB,4/1/2020 8:00:00 AM,4/8/2020 5:00:00 PM,
CR40390,Not Started,LINXS-1907.C.3.RW.04.2,,Place AC Pavement - 96th Street - Southside EB,4/28/2020 8:00:00 AM,5/4/2020 5:00:00 PM,
CR40420,Not Started,LINXS-1907.C.3.RW.04.2,,Place Striping & Signage - 96th Street - Southside EB,10/22/2020 8:00:00 AM,10/27/2020 5:00:00 PM,
CR40400,Not Started,LINXS-1907.C.3.RW.04.2,,Install Sidewalk - 96th Street - Southside EB,5/5/2020 8:00:00 AM,6/1/2020 5:00:00 PM,
CR40410,Not Started,LINXS-1907.C.3.RW.04.2,,Install Curb/Ramps - 96th Street - Southside EB,6/30/2020 8:00:00 AM,7/8/2020 5:00:00 PM,
CR40340,Not Started,LINXS-1907.C.3.RW.04.2,,Remove Pavement - 96th Street - Southside EB,12/11/2019 8:00:00 AM,12/18/2019 5:00:00 PM,
CR40350,Not Started,LINXS-1907.C.3.RW.04.2,,Excavate Subgrade - 96th Street - Southside EB,12/19/2019 8:00:00 AM,1/20/2020 5:00:00 PM,
CR40360,Not Started,LINXS-1907.C.3.RW.04.2,,Finegrade Roadway - 96th Street - Southside EB,3/24/2020 8:00:00 AM,3/31/2020 5:00:00 PM,
C3R1A,Not Started,LINXS-1907.C.3.RW.04.2,,"MOT & Mobilize Equip., Matls & Craft - Design Package 3R1 - Area 3 - Roadway - 96th - Airport Southside",10/22/2019 8:00:00 AM,11/26/2019 5:00:00 PM,
CR41210,Not Started,LINXS-1907.C.3.RW.04.2,,DWP Ductbank Installation Complete Ready for Roadwork - 96th Street - Southside EB,,3/3/2020 5:00:00 PM,
CR41700,Not Started,LINXS-1907.C.3.RW.04.2,,Backfill and Grade Sidewalk - 96th Street - Southside EB,6/2/2020 8:00:00 AM,6/15/2020 5:00:00 PM,
CR41710,Not Started,LINXS-1907.C.3.RW.04.2,,Landscaping - 96th Street - Southside EB,6/16/2020 8:00:00 AM,6/29/2020 5:00:00 PM,
CR43380,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" LADWP Water 1 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43390,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" LADWP Domestic Water 2 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43400,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 1"" Natural Gas 3 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43410,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" LADWP Domestic Water 4 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43420,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 4"" LADWP Domestic Water 5 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43430,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 8"" Comm 6 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43440,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" LADWP Domestic Water 7 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43450,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 1"" SCG Natural Gas 8 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43460,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" LADWP Domestic Water 9 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43470,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" LADWP Water 10 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43480,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 8"" LADWP Comm 11 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43490,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 6"" LADWP Water 12 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43500,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" LADWP Water 13 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43510,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" LADWP Water 14 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43520,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 1"" Natural Gas 15 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43530,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 8"" LADWP Domestic Water 16 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43540,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" LADWP Water 17 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43550,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 4"" LADWP Domestic Water 18 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43560,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 6"" LADWP Water 19 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43570,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 3"" LADWP Water 20 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43580,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 1"" Natural Gas 21 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43590,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 8"" LADWP Domestic Water 22 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43600,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 2"" Comm 23 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43610,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 3"" Natural Gas 24 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43620,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 8"" LADWP Water 25 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43630,Not Started,LINXS-1907.C.3.RW.04.2,,"Relocate 8"" City of LA Sewer 26 - 96th Street - Southside EB",11/27/2019 8:00:00 AM,12/10/2019 5:00:00 PM,
CR43730,Not Started,LINXS-1907.C.3.RW.04.2,,"Application Review 1"" Natural Gas 3 - 96th Street - Southside EB",7/29/2019 8:00:00 AM,9/10/2019 5:00:00 PM,
CR43740,Not Started,LINXS-1907.C.3.RW.04.2,,"Scheudle Work 1"" Natural Gas 3 - 96th Street - Southside EB",9/11/2019 8:00:00 AM,10/22/2019 5:00:00 PM,
CR43750,Not Started,LINXS-1907.C.3.RW.04.2,,"Application Review 1"" SCG Natural Gas 8 - 96th Street - Southside EB",7/29/2019 8:00:00 AM,9/10/2019 5:00:00 PM,
CR43760,Not Started,LINXS-1907.C.3.RW.04.2,,"Scheudle Work 1"" SCG Natural Gas 8 - 96th Street - Southside EB",9/11/2019 8:00:00 AM,10/22/2019 5:00:00 PM,
CR43770,Not Started,LINXS-1907.C.3.RW.04.2,,"Application Review 1"" Natural Gas 15 - 96th Street - Southside EB",7/29/2019 8:00:00 AM,9/10/2019 5:00:00 PM,
CR43780,Not Started,LINXS-1907.C.3.RW.04.2,,"Scheudle Work 1"" Natural Gas 15 - 96th Street - Southside EB",9/11/2019 8:00:00 AM,10/22/2019 5:00:00 PM,
CR43790,Not Started,LINXS-1907.C.3.RW.04.2,,"Application Review 1"" Natural Gas 21 - 96th Street - Southside EB",7/29/2019 8:00:00 AM,9/10/2019 5:00:00 PM,
CR43800,Not Started,LINXS-1907.C.3.RW.04.2,,"Scheudle Work 1"" Natural Gas 21 - 96th Street - Southside EB",9/11/2019 8:00:00 AM,10/22/2019 5:00:00 PM,
CR43810,Not Started,LINXS-1907.C.3.RW.04.2,,"Application Review 3"" Natural Gas 24 - 96th Street - Southside EB",7/29/2019 8:00:00 AM,9/10/2019 5:00:00 PM,
CR43820,Not Started,LINXS-1907.C.3.RW.04.2,,"Scheudle Work 3"" Natural Gas 24 - 96th Street - Southside EB",9/11/2019 8:00:00 AM,10/22/2019 5:00:00 PM,
CR43950,Not Started,LINXS-1907.C.3.RW.04.2,,Temp Storm Drain Plan and Permit - 96th Street,7/29/2019 8:00:00 AM,9/10/2019 5:00:00 PM,
C3R1A20,Not Started,LINXS-1907.C.3.RW.04.2,,Install Temp ATSAC - Area 3 - Roadway - 96th - Airport Southside,10/22/2019 8:00:00 AM,11/26/2019 5:00:00 PM,
C3R1A30,Not Started,LINXS-1907.C.3.RW.04.2,,Install Electrical and Fiber Vaults - Area 3 - Roadway - 96th - Airport Southside,12/11/2019 8:00:00 AM,1/20/2020 5:00:00 PM,
CR43960,Not Started,LINXS-1907.C.3.RW.04.2,,Install Permanent ATSAC - 96th Street - Southside EB,3/4/2020 8:00:00 AM,3/23/2020 5:00:00 PM,
CR30940,Not Started,LINXS-1907.C.3.RW.04.3,,Construct Curb/Gutter/Flatwork - 96th Street - Northside,7/12/2021 8:00:00 AM,7/27/2021 5:00:00 PM,
CR30930,Not Started,LINXS-1907.C.3.RW.04.3,,Construct AB Section - 96th Street - Northside,7/1/2021 8:00:00 AM,7/9/2021 5:00:00 PM,
CR30920,Not Started,LINXS-1907.C.3.RW.04.3,,Place AC Pavement - 96th Street - Northside,7/28/2021 8:00:00 AM,8/3/2021 5:00:00 PM,
CR30910,Not Started,LINXS-1907.C.3.RW.04.3,,Place Striping & Signage - 96th Street - Northside,12/17/2021 8:00:00 AM,12/22/2021 5:00:00 PM,
CR30900,Not Started,LINXS-1907.C.3.RW.04.3,,Install Sidewalk - 96th Street - Northside,8/4/2021 8:00:00 AM,8/27/2021 5:00:00 PM,
CR30890,Not Started,LINXS-1907.C.3.RW.04.3,,Install ADA Ramps/Driveways - 96th Street - Northside,9/29/2021 8:00:00 AM,10/27/2021 5:00:00 PM,
CR30880,Not Started,LINXS-1907.C.3.RW.04.3,,Remove Pavement - 96th Street - Northside,11/11/2020 8:00:00 AM,11/18/2020 5:00:00 PM,
CR30870,Not Started,LINXS-1907.C.3.RW.04.3,,Excavate Subgrade - 96th Street - Northside,11/19/2020 8:00:00 AM,12/16/2020 5:00:00 PM,
CR30860,Not Started,LINXS-1907.C.3.RW.04.3,,Finegrade Roadway - 96th Street - Northside,6/23/2021 8:00:00 AM,6/30/2021 5:00:00 PM,
LAXCZ3RW18,Not Started,LINXS-1907.C.3.RW.04.3,,Roadway - 96th Street Northside - LOE,11/11/2020 8:00:00 AM,12/22/2021 5:00:00 PM,
CR31010,Not Started,LINXS-1907.C.3.RW.04.3,,Install Camera - 96th Street - Northside,12/10/2021 8:00:00 AM,12/14/2021 5:00:00 PM,
CR40850,Not Started,LINXS-1907.C.3.RW.04.3,,Install Street Light Poles -96th Street - Northside,11/11/2021 8:00:00 AM,11/17/2021 5:00:00 PM,
CR40820,Not Started,LINXS-1907.C.3.RW.04.3,,Auger Street Light Foundations - 96th Street - Northside,10/28/2021 8:00:00 AM,11/3/2021 5:00:00 PM,
CR40830,Not Started,LINXS-1907.C.3.RW.04.3,,Form and Pour Street Light Foundations - 96th Street - Northside,10/28/2021 8:00:00 AM,11/3/2021 5:00:00 PM,
CR40840,Not Started,LINXS-1907.C.3.RW.04.3,,Install Street Light Conduit - 96th Street - Northside,10/28/2021 8:00:00 AM,11/10/2021 5:00:00 PM,
CR40860,Not Started,LINXS-1907.C.3.RW.04.3,,Pull in Cable - 96th Street - Northside,11/18/2021 8:00:00 AM,12/9/2021 5:00:00 PM,
CR40870,Not Started,LINXS-1907.C.3.RW.04.3,,Commissioning Street Lights - 96th Street - Northside,12/10/2021 8:00:00 AM,12/16/2021 5:00:00 PM,
CR40970,Not Started,LINXS-1907.C.3.RW.04.3,,Relocate Utilities East of D St - 96th Street - Northside,,12/16/2020 5:00:00 PM,
C3R1A10,Not Started,LINXS-1907.C.3.RW.04.3,,"MOT & Mobilize Equip., Matls & Craft - Design Package 3R1 - Area 3 - Roadway - 96th - Airport Blvd. to Bellanca",10/28/2020 8:00:00 AM,11/10/2020 5:00:00 PM,
CR41680,Not Started,LINXS-1907.C.3.RW.04.3,,Backfill and Grade Sidewalk - 96th Street - Northside,8/30/2021 8:00:00 AM,9/14/2021 5:00:00 PM,
CR41690,Not Started,LINXS-1907.C.3.RW.04.3,,Landscaping - 96th Street - Northside,9/15/2021 8:00:00 AM,9/28/2021 5:00:00 PM,
